epoch,spk_reliance,step,text_reliance,train_loss,val_loss
0,0.08331996202468872,1502,0.3330385088920593,,7.549867153167725
0,,1502,,6.443182468414307,
1,0.09635919332504272,3005,0.35404372215270996,,7.585727691650391
1,,3005,,6.352369785308838,
